language,term,CIEL_L,CIEL_a,CIEL_b
Hebrew,sagol,71.6,-27.52,-7.11
Hebrew,sagol,61.7,-36.77,-10.9
Hebrew,sagol,51.57,-36.19,-11.99
Hebrew,sagol,41.22,-36.33,-13.61
Hebrew,sagol,30.77,-25.67,-10.89
Hebrew,sagol,20.54,-15.07,-7.11
Hebrew,kahol,91.08,-6.32,-5.08
Hebrew,kahol,81.35,-13.22,-11.59
Hebrew,kahol,71.6,-18.37,-18.07
Hebrew,kahol,61.7,-22.98,-25.73
Hebrew,kahol,51.57,-21.72,-26.63
Hebrew,kahol,41.22,-21.08,-28.21
Hebrew,kahol,30.77,-15.41,-22.0
Hebrew,kahol,20.54,-9.52,-13.99
Hebrew,hum,91.08,-0.37,-5.58
Hebrew,hum,81.35,-0.24,-24.03
Hebrew,hum,71.6,0.85,-31.32
Hebrew,hum,61.7,2.64,-39.49
Hebrew,hum,51.57,5.02,-48.35
Hebrew,hum,41.22,7.17,-48.94
Hebrew,hum,30.77,7.86,-43.39
Hebrew,hum,20.54,7.63,-35.92
Hebrew,kahol,91.08,1.12,-5.38
Hebrew,kahol,81.35,3.22,-14.27
Hebrew,kahol,71.6,6.06,-22.71
Hebrew,kahol,61.7,9.58,-30.64
Hebrew,kahol,51.57,14.19,-39.14
Hebrew,kahol,41.22,20.81,-48.05
Hebrew,kahol,30.77,25.75,-49.63
Hebrew,kahol,20.54,23.81,-41.87
Hebrew,sagol,91.08,2.19,-4.93
Hebrew,sagol,81.35,5.82,-13.42
Hebrew,sagol,71.6,10.25,-21.6
Hebrew,sagol,61.7,15.28,-29.05
Hebrew,sagol,51.57,22.05,-37.02
Hebrew,sagol,41.22,24.29,-38.02
Hebrew,sagol,30.77,28.36,-39.75
Hebrew,sagol,20.54,23.12,-31.33
Hebrew,yaroq,91.08,2.95,-4.85
Hebrew,yaroq,81.35,8.19,-12.62
Hebrew,yaroq,71.6,13.67,-19.66
Hebrew,yaroq,61.7,20.07,-26.92
Hebrew,yaroq,51.57,27.4,-33.72
Hebrew,yaroq,41.22,29.49,-34.06
Hebrew,yaroq,30.77,33.51,-35.69
Hebrew,yaroq,20.54,26.82,-27.84
Hebrew,kahol,91.08,3.36,-4.24
Hebrew,kahol,81.35,9.68,-11.26
Hebrew,kahol,71.6,16.13,-17.52
Hebrew,kahol,61.7,23.29,-23.79
Hebrew,kahol,51.57,31.24,-29.94
Hebrew,kahol,41.22,33.08,-30.5
Hebrew,kahol,30.77,36.9,-32.14
Hebrew,kahol,20.54,29.26,-25.01
Hebrew,varod,91.08,4.31,-2.82
Hebrew,varod,81.35,18.74,-12.74
Hebrew,varod,71.6,26.62,-18.32
Hebrew,varod,61.7,34.47,-24.03
Hebrew,varod,51.57,35.21,-24.66
Hebrew,varod,41.22,36.48,-25.75
Hebrew,varod,30.77,39.78,-27.99
Hebrew,varod,20.54,22.74,-16.65
Hebrew,yaroq,91.08,4.7,-2.0
Hebrew,yaroq,81.35,21.03,-9.69
Hebrew,yaroq,71.6,29.26,-13.95
Hebrew,yaroq,61.7,37.1,-18.34
Hebrew,yaroq,51.57,46.17,-23.4
Hebrew,yaroq,41.22,46.93,-24.7
Hebrew,yaroq,30.77,42.44,-23.6
Hebrew,yaroq,20.54,24.14,-14.33
Hebrew,kahol,91.08,5.04,-1.14
Hebrew,kahol,81.35,22.62,-5.51
Hebrew,kahol,71.6,38.97,-10.98
Hebrew,kahol,61.7,38.67,-11.63
Hebrew,kahol,51.57,48.98,-15.95
Hebrew,kahol,41.22,49.84,-17.34
Hebrew,kahol,30.77,44.87,-16.65
Hebrew,kahol,20.54,34.44,-14.69
Hebrew,yaroq,91.08,5.41,0.74
Hebrew,yaroq,81.35,23.82,2.52
Hebrew,yaroq,71.6,32.47,2.76
Hebrew,yaroq,61.7,49.38,2.78
Hebrew,yaroq,51.57,59.69,1.53
Hebrew,yaroq,41.22,52.58,-0.05
Hebrew,yaroq,30.77,46.93,-2.51
Hebrew,yaroq,20.54,35.97,-6.33
Hungarian,kek,91.08,5.53,2.22
Hungarian,kek,81.35,23.67,9.47
Hungarian,kek,71.6,32.18,12.57
Hungarian,kek,61.7,49.42,18.23
Hungarian,kek,51.57,59.36,19.67
Hungarian,kek,41.22,61.4,17.92
Hungarian,kek,30.77,47.34,12.58
Hungarian,kek,20.54,36.82,3.13
Hungarian,kek,91.08,5.51,3.28
Hungarian,kek,81.35,23.18,13.11
Hungarian,kek,71.6,31.7,17.23
Hungarian,kek,61.7,48.53,25.92
Hungarian,kek,51.57,58.01,30.52
Hungarian,kek,41.22,59.5,30.17
Hungarian,kek,30.77,46.08,20.6
Hungarian,kek,20.54,36.64,9.24
Hungarian,piros,91.08,5.54,4.46
Hungarian,piros,81.35,22.67,17.48
Hungarian,piros,71.6,38.22,29.22
Hungarian,piros,61.7,46.38,35.47
Hungarian,piros,51.57,55.76,42.05
Hungarian,piros,41.22,56.6,40.99
Hungarian,piros,30.77,52.68,34.06
Hungarian,piros,20.54,35.15,15.44
Hungarian,lila,91.08,5.43,5.64
Hungarian,lila,81.35,21.06,22.4
Hungarian,lila,71.6,34.96,37.54
Hungarian,lila,61.7,49.15,56.82
Hungarian,lila,51.57,55.2,68.32
Hungarian,lila,41.22,51.06,58.81
Hungarian,lila,30.77,40.89,36.03
Hungarian,lila,20.54,25.15,16.6
Hungarian,kek,91.08,5.21,7.67
Hungarian,kek,81.35,18.52,26.72
Hungarian,kek,71.6,30.67,44.56
Hungarian,kek,61.7,44.69,79.79
Hungarian,kek,51.57,40.53,69.04
Hungarian,kek,41.22,32.37,46.62
Hungarian,kek,30.77,28.16,36.05
Hungarian,kek,20.54,15.99,14.49
Hungarian,zold,91.08,3.14,12.37
Hungarian,zold,81.35,14.98,47.04
Hungarian,zold,71.6,24.12,84.39
Hungarian,zold,61.7,22.09,71.31
Hungarian,zold,51.57,19.79,58.75
Hungarian,zold,41.22,17.04,45.95
Hungarian,zold,30.77,13.89,33.8
Hungarian,zold,20.54,10.16,21.44
Hungarian,voros,91.08,1.28,14.41
Hungarian,voros,81.35,15.1,90.21
Hungarian,voros,71.6,15.62,90.72
Hungarian,voros,61.7,14.45,76.93
Hungarian,voros,51.57,13.12,63.99
Hungarian,voros,41.22,9.31,37.8
Hungarian,voros,30.77,9.51,37.16
Hungarian,voros,20.54,3.62,11.09
Hungarian,barna,91.08,-0.46,29.79
Hungarian,barna,81.35,7.28,109.12
Hungarian,barna,71.6,6.22,81.95
Hungarian,barna,61.7,5.87,68.59
Hungarian,barna,51.57,5.33,54.9
Hungarian,barna,41.22,4.42,40.43
Hungarian,barna,30.77,3.1,25.71
Hungarian,barna,20.54,1.58,11.89
Hungarian,kek,91.08,-5.25,45.24
Hungarian,kek,81.35,-3.69,100.18
Hungarian,kek,71.6,-2.3,85.64
Hungarian,kek,61.7,-1.4,71.61
Hungarian,kek,51.57,-0.48,57.27
Hungarian,kek,41.22,-0.21,42.37
Hungarian,kek,30.77,-0.15,26.58
Hungarian,kek,20.54,-0.11,12.03
Hungarian,sarga,91.08,-12.17,45.9
Hungarian,sarga,81.35,-17.25,87.99
Hungarian,sarga,71.6,-15.98,87.62
Hungarian,sarga,61.7,-14.02,73.17
Hungarian,sarga,51.57,-11.71,58.46
Hungarian,sarga,41.22,-9.31,43.05
Hungarian,sarga,30.77,-6.44,26.57
Hungarian,sarga,20.54,-3.09,10.75
Hungarian,kek,91.08,-14.67,29.61
Hungarian,kek,81.35,-30.49,65.57
Hungarian,kek,71.6,-34.49,79.15
Hungarian,kek,61.7,-30.13,65.11
Hungarian,kek,51.57,-25.02,50.55
Hungarian,kek,41.22,-19.48,36.56
Hungarian,kek,30.77,-13.04,21.97
Hungarian,kek,20.54,-5.36,7.98
Hungarian,szurke,91.08,-12.29,10.56
Hungarian,szurke,81.35,-38.45,34.02
Hungarian,szurke,71.6,-46.7,41.31
Hungarian,szurke,61.7,-55.94,49.19
Hungarian,szurke,51.57,-56.86,49.22
Hungarian,szurke,41.22,-38.39,31.53
Hungarian,szurke,30.77,-27.26,20.69
Hungarian,szurke,20.54,-16.46,11.28
Hungarian,barna,91.08,-13.24,5.48
Hungarian,barna,81.35,-33.8,12.41
Hungarian,barna,71.6,-41.95,14.43
Hungarian,barna,61.7,-52.22,16.26
Hungarian,barna,51.57,-52.87,15.46
Hungarian,barna,41.22,-54.08,14.27
Hungarian,barna,30.77,-39.62,10.61
Hungarian,barna,20.54,-27.79,7.33
Hungarian,kek,91.08,-13.22,3.82
Hungarian,kek,81.35,-33.63,8.67
Hungarian,kek,71.6,-41.85,9.77
Hungarian,kek,61.7,-52.09,10.63
Hungarian,kek,51.57,-52.69,9.7
Hungarian,kek,41.22,-53.43,8.61
Hungarian,kek,30.77,-49.93,6.94
Hungarian,kek,20.54,-27.43,4.26
Hungarian,zold,91.08,-12.96,2.42
Hungarian,zold,81.35,-33.04,4.96
Hungarian,zold,71.6,-41.54,5.41
Hungarian,zold,61.7,-51.88,5.51
Hungarian,zold,51.57,-51.99,4.46
Hungarian,zold,41.22,-52.68,3.36
Hungarian,zold,30.77,-39.18,2.14
Hungarian,zold,20.54,-26.87,1.22
Hungarian,rozsaszin,91.08,-12.69,1.23
Hungarian,rozsaszin,81.35,-32.18,1.81
Hungarian,rozsaszin,71.6,-40.91,1.15
Hungarian,rozsaszin,61.7,-41.11,0.19
Hungarian,rozsaszin,51.57,-51.2,-1.36
Hungarian,rozsaszin,41.22,-41.21,-2.07
Hungarian,rozsaszin,30.77,-29.07,-1.92
Hungarian,rozsaszin,20.54,-17.18,-1.47
Hungarian,sarga,91.08,-11.94,-0.27
Hungarian,sarga,81.35,-21.19,-1.35
Hungarian,sarga,71.6,-39.21,-4.56
Hungarian,sarga,61.7,-39.17,-5.88
Hungarian,sarga,51.57,-38.59,-7.0
Hungarian,sarga,41.22,-39.09,-8.33
Hungarian,sarga,30.77,-27.32,-6.72
Hungarian,sarga,20.54,-16.13,-4.67
Hungarian,lila,91.08,-10.86,-2.13
Hungarian,lila,81.35,-19.64,-4.3
Hungarian,lila,71.6,-27.52,-7.11
Hungarian,lila,61.7,-36.77,-10.9
Hungarian,lila,51.57,-36.19,-11.99
Hungarian,lila,41.22,-36.33,-13.61
Hungarian,lila,30.77,-25.67,-10.89
Hungarian,lila,20.54,-15.07,-7.11
Hungarian,barna,91.08,-9.69,-3.22
Hungarian,barna,81.35,-18.27,-7.01
Hungarian,barna,71.6,-25.13,-11.03
Hungarian,barna,61.7,-33.16,-16.42
Hungarian,barna,51.57,-32.36,-17.71
Hungarian,barna,41.22,-24.01,-14.24
Hungarian,barna,30.77,-22.84,-15.29
Hungarian,barna,20.54,-13.39,-9.92
Hungarian,kek,91.08,-7.96,-4.41
Hungarian,kek,81.35,-16.44,-9.33
Hungarian,kek,71.6,-22.32,-14.67
Hungarian,kek,61.7,-29.22,-21.27
Hungarian,kek,51.57,-27.95,-22.24
Hungarian,kek,41.22,-20.46,-17.64
Hungarian,kek,30.77,-19.73,-18.89
Hungarian,kek,20.54,-11.72,-12.03
Hungarian,kek,91.08,-6.32,-5.08
Hungarian,kek,81.35,-13.22,-11.59
Hungarian,kek,71.6,-18.37,-18.07
Hungarian,kek,61.7,-22.98,-25.73
Hungarian,kek,51.57,-21.72,-26.63
Hungarian,kek,41.22,-21.08,-28.21
Hungarian,kek,30.77,-15.41,-22.0
Hungarian,kek,20.54,-9.52,-13.99
Hungarian,rozsaszin,91.08,-4.65,-5.34
Hungarian,rozsaszin,81.35,-10.44,-12.79
Hungarian,rozsaszin,71.6,-14.22,-19.9
Hungarian,rozsaszin,61.7,-16.81,-28.31
Hungarian,rozsaszin,51.57,-15.72,-29.08
Hungarian,rozsaszin,41.22,-14.67,-30.69
Hungarian,rozsaszin,30.77,-10.88,-24.2
Hungarian,rozsaszin,20.54,-9.22,-24.04
Hungarian,rozsaszin,91.08,-3.48,-5.55
Hungarian,rozsaszin,81.35,-6.82,-13.92
Hungarian,rozsaszin,71.6,-12.05,-29.46
Hungarian,rozsaszin,61.7,-13.07,-37.55
Hungarian,rozsaszin,51.57,-11.88,-38.56
Hungarian,rozsaszin,41.22,-10.54,-39.65
Hungarian,rozsaszin,30.77,-7.86,-33.8
Hungarian,rozsaszin,20.54,-5.25,-25.49
Hungarian,kek,91.08,-1.49,-5.61
Hungarian,kek,81.35,-5.05,-23.28
Hungarian,kek,71.6,-5.09,-30.75
Hungarian,kek,61.7,-4.52,-39.18
Hungarian,kek,51.57,-3.41,-48.08
Hungarian,kek,41.22,-2.09,-40.81
Hungarian,kek,30.77,0.29,-43.03
Hungarian,kek,20.54,0.11,-26.61
Hungarian,kek,91.08,1.12,-5.38
Hungarian,kek,81.35,3.22,-14.27
Hungarian,kek,71.6,6.06,-22.71
Hungarian,kek,61.7,9.58,-30.64
Hungarian,kek,51.57,14.19,-39.14
Hungarian,kek,41.22,20.81,-48.05
Hungarian,kek,30.77,25.75,-49.63
Hungarian,kek,20.54,23.81,-41.87
Hungarian,zold,91.08,2.95,-4.85
Hungarian,zold,81.35,8.19,-12.62
Hungarian,zold,71.6,13.67,-19.66
Hungarian,zold,61.7,20.07,-26.92
Hungarian,zold,51.57,27.4,-33.72
Hungarian,zold,41.22,29.49,-34.06
Hungarian,zold,30.77,33.51,-35.69
Hungarian,zold,20.54,26.82,-27.84
Hungarian,kek,91.08,3.36,-4.24
Hungarian,kek,81.35,9.68,-11.26
Hungarian,kek,71.6,16.13,-17.52
Hungarian,kek,61.7,23.29,-23.79
Hungarian,kek,51.57,31.24,-29.94
Hungarian,kek,41.22,33.08,-30.5
Hungarian,kek,30.77,36.9,-32.14
Hungarian,kek,20.54,29.26,-25.01
Hungarian,kek,91.08,5.04,-1.14
Hungarian,kek,81.35,22.62,-5.51
Hungarian,kek,71.6,38.97,-10.98
Hungarian,kek,61.7,38.67,-11.63
Hungarian,kek,51.57,48.98,-15.95
Hungarian,kek,41.22,49.84,-17.34
Hungarian,kek,30.77,44.87,-16.65
Hungarian,kek,20.54,34.44,-14.69
Hungarian,zold,91.08,5.41,0.74
Hungarian,zold,81.35,23.82,2.52
Hungarian,zold,71.6,32.47,2.76
Hungarian,zold,61.7,49.38,2.78
Hungarian,zold,51.57,59.69,1.53
Hungarian,zold,41.22,52.58,-0.05
Hungarian,zold,30.77,46.93,-2.51
Hungarian,zold,20.54,35.97,-6.33
Hungarian,kek,91.08,5.44,1.5
Hungarian,kek,81.35,23.74,6.18
Hungarian,kek,71.6,32.41,7.97
Hungarian,kek,61.7,49.67,10.71
Hungarian,kek,51.57,59.79,10.72
Hungarian,kek,41.22,61.57,8.63
Hungarian,kek,30.77,47.63,5.24
Hungarian,kek,20.54,36.42,-2.08
Ibibio,ndaidat,91.08,5.54,4.46
Ibibio,ndaidat,81.35,22.67,17.48
Ibibio,ndaidat,71.6,38.22,29.22
Ibibio,ndaidat,61.7,46.38,35.47
Ibibio,ndaidat,51.57,55.76,42.05
Ibibio,ndaidat,41.22,56.6,40.99
Ibibio,ndaidat,30.77,52.68,34.06
Ibibio,ndaidat,20.54,35.15,15.44
Ibibio,awawa,91.08,3.14,12.37
Ibibio,awawa,81.35,14.98,47.04
Ibibio,awawa,71.6,24.12,84.39
Ibibio,awawa,61.7,22.09,71.31
Ibibio,awawa,51.57,19.79,58.75
Ibibio,awawa,41.22,17.04,45.95
Ibibio,awawa,30.77,13.89,33.8
Ibibio,awawa,20.54,10.16,21.44
Ibibio,ndaidat,91.08,1.28,14.41
Ibibio,ndaidat,81.35,15.1,90.21
Ibibio,ndaidat,71.6,15.62,90.72
Ibibio,ndaidat,61.7,14.45,76.93
Ibibio,ndaidat,51.57,13.12,63.99
Ibibio,ndaidat,41.22,9.31,37.8
Ibibio,ndaidat,30.77,9.51,37.16
Ibibio,ndaidat,20.54,3.62,11.09
Ibibio,awawa,91.08,-12.17,45.9
Ibibio,awawa,81.35,-17.25,87.99
Ibibio,awawa,71.6,-15.98,87.62
Ibibio,awawa,61.7,-14.02,73.17
Ibibio,awawa,51.57,-11.71,58.46
Ibibio,awawa,41.22,-9.31,43.05
Ibibio,awawa,30.77,-6.44,26.57
Ibibio,awawa,20.54,-3.09,10.75
Ibibio,awawa,91.08,-16.65,44.66
Ibibio,awawa,81.35,-26.04,85.63
Ibibio,awawa,71.6,-24.87,85.15
Ibibio,awawa,61.7,-21.81,70.54
Ibibio,awawa,51.57,-18.37,55.88
Ibibio,awawa,41.22,-14.57,40.52
Ibibio,awawa,30.77,-10.05,24.97
Ibibio,awawa,20.54,-4.47,9.36
Ibibio,awawa,91.08,-12.96,2.42
Ibibio,awawa,81.35,-33.04,4.96
Ibibio,awawa,71.6,-41.54,5.41
Ibibio,awawa,61.7,-51.88,5.51
Ibibio,awawa,51.57,-51.99,4.46
Ibibio,awawa,41.22,-52.68,3.36
Ibibio,awawa,30.77,-39.18,2.14
Ibibio,awawa,20.54,-26.87,1.22
Ibibio,awawa,91.08,2.95,-4.85
Ibibio,awawa,81.35,8.19,-12.62
Ibibio,awawa,71.6,13.67,-19.66
Ibibio,awawa,61.7,20.07,-26.92
Ibibio,awawa,51.57,27.4,-33.72
Ibibio,awawa,41.22,29.49,-34.06
Ibibio,awawa,30.77,33.51,-35.69
Ibibio,awawa,20.54,26.82,-27.84
Ibibio,awawa,91.08,4.7,-2.0
Ibibio,awawa,81.35,21.03,-9.69
Ibibio,awawa,71.6,29.26,-13.95
Ibibio,awawa,61.7,37.1,-18.34
Ibibio,awawa,51.57,46.17,-23.4
Ibibio,awawa,41.22,46.93,-24.7
Ibibio,awawa,30.77,42.44,-23.6
Ibibio,awawa,20.54,24.14,-14.33
Ibibio,ndaidat,91.08,5.27,-0.1
Ibibio,ndaidat,81.35,23.53,-0.96
Ibibio,ndaidat,71.6,40.04,-2.7
Ibibio,ndaidat,61.7,40.07,-3.44
Ibibio,ndaidat,51.57,51.2,-5.84
Ibibio,ndaidat,41.22,51.84,-8.08
Ibibio,ndaidat,30.77,46.25,-9.51
Ibibio,ndaidat,20.54,35.44,-10.4
Ibibio,awawa,91.08,5.41,0.74
Ibibio,awawa,81.35,23.82,2.52
Ibibio,awawa,71.6,32.47,2.76
Ibibio,awawa,61.7,49.38,2.78
Ibibio,awawa,51.57,59.69,1.53
Ibibio,awawa,41.22,52.58,-0.05
Ibibio,awawa,30.77,46.93,-2.51
Ibibio,awawa,20.54,35.97,-6.33
Japanese,midori(iro),91.08,3.14,12.37
Japanese,midori(iro),81.35,14.98,47.04
Japanese,midori(iro),71.6,24.12,84.39
Japanese,midori(iro),61.7,22.09,71.31
Japanese,midori(iro),51.57,19.79,58.75
Japanese,midori(iro),41.22,17.04,45.95
Japanese,midori(iro),30.77,13.89,33.8
Japanese,midori(iro),20.54,10.16,21.44
Japanese,cha(iro),91.08,-0.46,29.79
Japanese,cha(iro),81.35,7.28,109.12
Japanese,cha(iro),71.6,6.22,81.95
Japanese,cha(iro),61.7,5.87,68.59
Japanese,cha(iro),51.57,5.33,54.9
Japanese,cha(iro),41.22,4.42,40.43
Japanese,cha(iro),30.77,3.1,25.71
Japanese,cha(iro),20.54,1.58,11.89
Japanese,ao,91.08,-5.25,45.24
Japanese,ao,81.35,-3.69,100.18
Japanese,ao,71.6,-2.3,85.64
Japanese,ao,61.7,-1.4,71.61
Japanese,ao,51.57,-0.48,57.27
Japanese,ao,41.22,-0.21,42.37
Japanese,ao,30.77,-0.15,26.58
Japanese,ao,20.54,-0.11,12.03
Japanese,midori(iro),91.08,-16.65,44.66
Japanese,midori(iro),81.35,-26.04,85.63
Japanese,midori(iro),71.6,-24.87,85.15
Japanese,midori(iro),61.7,-21.81,70.54
Japanese,midori(iro),51.57,-18.37,55.88
Japanese,midori(iro),41.22,-14.57,40.52
Japanese,midori(iro),30.77,-10.05,24.97
Japanese,midori(iro),20.54,-4.47,9.36
Japanese,midori(iro),91.08,-12.96,2.42
Japanese,midori(iro),81.35,-33.04,4.96
Japanese,midori(iro),71.6,-41.54,5.41
Japanese,midori(iro),61.7,-51.88,5.51
Japanese,midori(iro),51.57,-51.99,4.46
Japanese,midori(iro),41.22,-52.68,3.36
Japanese,midori(iro),30.77,-39.18,2.14
Japanese,midori(iro),20.54,-26.87,1.22
Japanese,momoiro,91.08,-12.69,1.23
Japanese,momoiro,81.35,-32.18,1.81
Japanese,momoiro,71.6,-40.91,1.15
Japanese,momoiro,61.7,-41.11,0.19
Japanese,momoiro,51.57,-51.2,-1.36
Japanese,momoiro,41.22,-41.21,-2.07
Japanese,momoiro,30.77,-29.07,-1.92
Japanese,momoiro,20.54,-17.18,-1.47
Japanese,ao,91.08,-6.32,-5.08
Japanese,ao,81.35,-13.22,-11.59
Japanese,ao,71.6,-18.37,-18.07
Japanese,ao,61.7,-22.98,-25.73
Japanese,ao,51.57,-21.72,-26.63
Japanese,ao,41.22,-21.08,-28.21
Japanese,ao,30.77,-15.41,-22.0
Japanese,ao,20.54,-9.52,-13.99
Japanese,momoiro,91.08,-3.48,-5.55
Japanese,momoiro,81.35,-6.82,-13.92
Japanese,momoiro,71.6,-12.05,-29.46
Japanese,momoiro,61.7,-13.07,-37.55
Japanese,momoiro,51.57,-11.88,-38.56
Japanese,momoiro,41.22,-10.54,-39.65
Japanese,momoiro,30.77,-7.86,-33.8
Japanese,momoiro,20.54,-5.25,-25.49
Japanese,ao,91.08,3.36,-4.24
Japanese,ao,81.35,9.68,-11.26
Japanese,ao,71.6,16.13,-17.52
Japanese,ao,61.7,23.29,-23.79
Japanese,ao,51.57,31.24,-29.94
Japanese,ao,41.22,33.08,-30.5
Japanese,ao,30.77,36.9,-32.14
Japanese,ao,20.54,29.26,-25.01
Japanese,midori(iro),91.08,5.41,0.74
Japanese,midori(iro),81.35,23.82,2.52
Japanese,midori(iro),71.6,32.47,2.76
Japanese,midori(iro),61.7,49.38,2.78
Japanese,midori(iro),51.57,59.69,1.53
Japanese,midori(iro),41.22,52.58,-0.05
Japanese,midori(iro),30.77,46.93,-2.51
Japanese,midori(iro),20.54,35.97,-6.33
Korean,changsayk,91.08,5.53,2.22
Korean,changsayk,81.35,23.67,9.47
Korean,changsayk,71.6,32.18,12.57
Korean,changsayk,61.7,49.42,18.23
Korean,changsayk,51.57,59.36,19.67
Korean,changsayk,41.22,61.4,17.92
Korean,changsayk,30.77,47.34,12.58
Korean,changsayk,20.54,36.82,3.13
Korean,palahta,91.08,5.51,3.28
Korean,palahta,81.35,23.18,13.11
Korean,palahta,71.6,31.7,17.23
Korean,palahta,61.7,48.53,25.92
Korean,palahta,51.57,58.01,30.52
Korean,palahta,41.22,59.5,30.17
Korean,palahta,30.77,46.08,20.6
Korean,palahta,20.54,36.64,9.24
Korean,casayk,91.08,5.43,5.64
Korean,casayk,81.35,21.06,22.4
Korean,casayk,71.6,34.96,37.54
Korean,casayk,61.7,49.15,56.82
Korean,casayk,51.57,55.2,68.32
Korean,casayk,41.22,51.06,58.81
Korean,casayk,30.77,40.89,36.03
Korean,casayk,20.54,25.15,16.6
Korean,palahta,91.08,5.21,7.67
Korean,palahta,81.35,18.52,26.72
Korean,palahta,71.6,30.67,44.56
Korean,palahta,61.7,44.69,79.79
Korean,palahta,51.57,40.53,69.04
Korean,palahta,41.22,32.37,46.62
Korean,palahta,30.77,28.16,36.05
Korean,palahta,20.54,15.99,14.49
Korean,noksayk,91.08,3.14,12.37
Korean,noksayk,81.35,14.98,47.04
Korean,noksayk,71.6,24.12,84.39
Korean,noksayk,61.7,22.09,71.31
Korean,noksayk,51.57,19.79,58.75
Korean,noksayk,41.22,17.04,45.95
Korean,noksayk,30.77,13.89,33.8
Korean,noksayk,20.54,10.16,21.44
Korean,casayk,91.08,1.28,14.41
Korean,casayk,81.35,15.1,90.21
Korean,casayk,71.6,15.62,90.72
Korean,casayk,61.7,14.45,76.93
Korean,casayk,51.57,13.12,63.99
Korean,casayk,41.22,9.31,37.8
Korean,casayk,30.77,9.51,37.16
Korean,casayk,20.54,3.62,11.09
Korean,kalsayk,91.08,-0.46,29.79
Korean,kalsayk,81.35,7.28,109.12
Korean,kalsayk,71.6,6.22,81.95
Korean,kalsayk,61.7,5.87,68.59
Korean,kalsayk,51.57,5.33,54.9
Korean,kalsayk,41.22,4.42,40.43
Korean,kalsayk,30.77,3.1,25.71
Korean,kalsayk,20.54,1.58,11.89
Korean,pwunhongsayk,91.08,-10.76,13.38
Korean,pwunhongsayk,81.35,-40.58,54.46
Korean,pwunhongsayk,71.6,-40.28,53.23
Korean,pwunhongsayk,61.7,-46.97,64.65
Korean,pwunhongsayk,51.57,-40.14,52.84
Korean,pwunhongsayk,41.22,-33.18,41.15
Korean,pwunhongsayk,30.77,-23.96,27.29
Korean,pwunhongsayk,20.54,-14.85,15.25
Korean,hoysayk,91.08,-12.29,10.56
Korean,hoysayk,81.35,-38.45,34.02
Korean,hoysayk,71.6,-46.7,41.31
Korean,hoysayk,61.7,-55.94,49.19
Korean,hoysayk,51.57,-56.86,49.22
Korean,hoysayk,41.22,-38.39,31.53
Korean,hoysayk,30.77,-27.26,20.69
Korean,hoysayk,20.54,-16.46,11.28
Korean,ppalkahta,91.08,-13.13,7.63
Korean,ppalkahta,81.35,-42.41,23.78
Korean,ppalkahta,71.6,-51.55,27.69
Korean,ppalkahta,61.7,-51.58,26.3
Korean,ppalkahta,51.57,-63.28,28.95
Korean,ppalkahta,41.22,-53.57,23.28
Korean,ppalkahta,30.77,-39.23,16.6
Korean,ppalkahta,20.54,-17.35,7.46
Korean,changsayk,91.08,-13.22,3.82
Korean,changsayk,81.35,-33.63,8.67
Korean,changsayk,71.6,-41.85,9.77
Korean,changsayk,61.7,-52.09,10.63
Korean,changsayk,51.57,-52.69,9.7
Korean,changsayk,41.22,-53.43,8.61
Korean,changsayk,30.77,-49.93,6.94
Korean,changsayk,20.54,-27.43,4.26
Korean,noksayk,91.08,-12.96,2.42
Korean,noksayk,81.35,-33.04,4.96
Korean,noksayk,71.6,-41.54,5.41
Korean,noksayk,61.7,-51.88,5.51
Korean,noksayk,51.57,-51.99,4.46
Korean,noksayk,41.22,-52.68,3.36
Korean,noksayk,30.77,-39.18,2.14
Korean,noksayk,20.54,-26.87,1.22
Korean,nolahta,91.08,-11.94,-0.27
Korean,nolahta,81.35,-21.19,-1.35
Korean,nolahta,71.6,-39.21,-4.56
Korean,nolahta,61.7,-39.17,-5.88
Korean,nolahta,51.57,-38.59,-7.0
Korean,nolahta,41.22,-39.09,-8.33
Korean,nolahta,30.77,-27.32,-6.72
Korean,nolahta,20.54,-16.13,-4.67
Korean,changsayk,91.08,-7.96,-4.41
Korean,changsayk,81.35,-16.44,-9.33
Korean,changsayk,71.6,-22.32,-14.67
Korean,changsayk,61.7,-29.22,-21.27
Korean,changsayk,51.57,-27.95,-22.24
Korean,changsayk,41.22,-20.46,-17.64
Korean,changsayk,30.77,-19.73,-18.89
Korean,changsayk,20.54,-11.72,-12.03
Korean,palahta,91.08,-6.32,-5.08
Korean,palahta,81.35,-13.22,-11.59
Korean,palahta,71.6,-18.37,-18.07
Korean,palahta,61.7,-22.98,-25.73
Korean,palahta,51.57,-21.72,-26.63
Korean,palahta,41.22,-21.08,-28.21
Korean,palahta,30.77,-15.41,-22.0
Korean,palahta,20.54,-9.52,-13.99
Korean,pwunhongsayk,91.08,-4.65,-5.34
Korean,pwunhongsayk,81.35,-10.44,-12.79
Korean,pwunhongsayk,71.6,-14.22,-19.9
Korean,pwunhongsayk,61.7,-16.81,-28.31
Korean,pwunhongsayk,51.57,-15.72,-29.08
Korean,pwunhongsayk,41.22,-14.67,-30.69
Korean,pwunhongsayk,30.77,-10.88,-24.2
Korean,pwunhongsayk,20.54,-9.22,-24.04
Korean,palahta,91.08,-1.49,-5.61
Korean,palahta,81.35,-5.05,-23.28
